kernel,batch,cohort_basis,comparability,shape,dtype,recipe_fingerprint,cpu_runner,native_gpu_runner,raised_gpu_runner,input_alignment,current_protocol_state,cpu_samples,cpu_median_us,cpu_errors,native_gpu_samples,native_gpu_median_us,native_gpu_errors,raised_samples,raised_median_us,raised_errors,three_way_status
aten_neg,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,e1c9b3016ab44715,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"1798.880,1778.016,1723.712,1702.464,1713.568",1723.712000,,"235.936000,229.248000,225.600000,221.696000,222.528000",225.600000,0,"1670.816010,1703.360001,1682.847992,1698.560013,1681.983994",1682.847992,0,PENDING
aten_nested_all_cpu,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=724_N=5793,i32,39273232cbbc40e2,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"16838.144000,17135.136000,16656.960000,17116.192000,16724.896000",16838.144000,0,"410.528000,411.456000,410.400000,408.160000,416.352000",410.528000,0,"1690.816010,1676.671997,1672.672012,1715.391998,1684.928009",1684.928009,0,PENDING
aten_nested_bmm_cpu,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=83_K=248_M=165_N=206,f32,052a884874109c4d,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"48675.712000,48680.576000,48691.680000,48664.064000,48625.088000",48675.712000,0,"871.552000,870.336000,872.064000,867.712000,870.208000",870.336000,0,,,,PENDING
aten_nested_clone_cpu,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=724_N=5793,f32,fe71788a5bee6f5d,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"1685.568000,1796.064000,1695.808000,1680.224000,1686.816000",1686.816000,0,"226.240000,226.432000,224.064000,226.432000,231.584000",226.432000,0,"219.903992,222.112000,221.856003,221.216003,225.920013",221.856003,0,PENDING
aten_nested_matmul_broadcast_cpu,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=89_K=266_M=178_N=222,f32,7a9f8d11436e5a37,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"60855.168000,60888.704000,60835.008000,60707.232000,60795.712000",60835.008000,0,"728.768000,726.272000,732.672000,726.144000,724.576000",726.272000,0,,,,PENDING
aten_nested_squeeze_cpu,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=724_N=5793,f32,f6aafb8065321582,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"1909.280000,1723.264000,1726.272000,1706.944000,1714.080000",1723.264000,0,"228.128000,223.136000,223.776000,225.664000,228.352000",225.664000,0,"223.007996,220.384003,221.983994,228.863998,219.743988",221.983994,0,PENDING
aten_nested_sum_backward_cpu,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_MATERIALIZED_COMPOSITION,B=724_N=5793,f32,ac753cd95b469a53,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"621.024,610.848,587.200,586.400,581.312",587.200000,,"413.024000,402.272000,400.512000,399.616000,389.120000",400.512000,0,"669.791992,652.800003,658.751999,661.119995,660.223999",660.223999,0,PENDING
aten_nested_sum_dim_cpu,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=724_N=5793,f32,132e688af89d8697,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"8150.848000,8152.992000,8197.088000,8221.632000,8144.000000",8152.992000,0,"552.544000,548.512000,552.224000,552.192000,552.928000",552.224000,0,"1274.464005,1266.592010,2914.912003,2312.863998,2558.720001",2312.863998,0,PENDING
aten_or_reduce_cpu,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,K=2897_R=1448,i32,bb8a8744433bfaf3,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"7658.144000,7691.488000,7690.016000,7530.016000,7380.000000",7658.144000,0,"160.384000,158.720000,162.528000,161.600000,154.848000",160.384000,0,"177.120010,171.776001,178.944000,171.040009,178.720001",177.120010,0,PENDING
aten_outer,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,M=2048_N=2048,f64,090827df12946d14,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"3462.304,3419.264,3406.464,3394.880,3368.672",3406.464000,,"321.088000,305.952000,305.600000,306.208000,294.144000",305.952000,0,,,,PENDING
aten_pixel_shuffle,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,B=9_C=14_H=19_R=9_W=19,f32,387681cd9544c530,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"8546.592,8573.952,8527.008,8560.672,8536.800",8546.592000,,"481.760000,458.400000,450.816000,462.080000,456.896000",458.400000,0,"246.783997,246.464005,246.048004,247.839996,246.272003",246.464005,0,PENDING
aten_pixel_shuffle_cpu_backend,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,B=4_C=13_H=34_RATIO=9_W=34,f32,72310b3d9814d0ad,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"11251.520,11295.744,11294.400,11294.016,11247.456",11294.016000,,"628.256000,587.520000,586.528000,588.864000,582.528000",587.520000,0,"324.895996,323.455994,323.519989,320.575989,323.776001",323.519989,0,PENDING
aten_pixel_unshuffle_cpu_backend,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,B=4_C=13_H=34_RATIO=9_W=34,f32,30ac9ab652691610,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"16133.408,16174.496,17054.688,17041.248,16747.744",16747.744000,,"582.432000,572.896000,579.616000,581.824000,581.568000",581.568000,0,"269.152008,267.552002,268.352005,267.232010,267.647995",267.647995,0,PENDING
aten_polar_scalarized,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,42696ee2f414f4f7,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"48540.896000,48652.768000,48783.744000,48683.328000,48772.640000",48683.328000,0,"953.312000,954.240000,952.224000,950.976000,951.616000",952.224000,0,"1736.352005,1729.599991,1724.255997,1730.848007,1725.919998",1729.599991,0,PENDING
aten_pow,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,d841f8307bd2c5d4,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"73507.392,73560.640,73236.768,73330.432,73408.608",73408.608000,,"319.296000,317.664000,316.064000,314.848000,313.056000",316.064000,0,"909.408005,908.447998,907.391998,906.975998,906.367996",907.391998,0,PENDING
aten_pow_tensor_scalar,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,23ca8e68b86e3edf,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"73636.928,73576.576,73610.080,73594.624,73606.272",73606.272000,,"232.480000,228.672000,254.368000,229.856000,227.680000",229.856000,0,"689.568008,694.432007,685.343994,687.360001,684.992004",687.360001,0,PENDING
aten_reciprocal,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,21e034c59660aef0,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"2978.496,2929.216,2893.344,2894.624,2898.880",2898.880000,,"228.352000,229.216000,228.384000,225.248000,224.736000",228.352000,0,"1659.519989,1757.151993,1658.048004,1650.528000,1663.839996",1659.519989,0,PENDING
aten_relu,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,2b98a38943814af4,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"1732.192,1705.536,1756.448,1782.592,1749.984",1749.984000,,"426.880000,428.160000,424.480000,424.160000,424.416000",424.480000,0,"1679.903992,1671.328003,1657.503998,1651.552002,1653.888000",1657.503998,0,PENDING
aten_renorm_scale_factor,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,e42601bd48d63c94,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"16849.344000,16571.648000,16682.816000,16683.808000,16508.640000",16682.816000,0,"1384.544000,1396.960000,1381.760000,1387.392000,1386.848000",1386.848000,0,"638.751999,636.480011,637.216003,634.751999,633.024002",636.480011,0,PENDING
aten_repeat_compute_cpu,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=8192_R=512,f32,8de495d9b009aa55,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"574.464,574.464,605.920,586.560,577.472",577.472000,,"349.472000,348.832000,339.040000,341.792000,335.520000",341.792000,0,"342.175995,340.959991,348.768005,349.568008,349.664001",348.768005,0,PENDING
aten_repeat_tensor_shape_cpu,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=8192_R=512,f32,c950974bab2c20a2,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"579.264,576.960,576.288,608.736,592.416",579.264000,,"372.928000,361.504000,360.640000,357.120000,355.008000",360.640000,0,"347.936005,345.727997,347.391998,346.016006,345.087997",346.016006,0,PENDING
aten_round,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,fc33c00aba68ebf8,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"19783.200000,19710.272000,19837.792000,19851.392000,19722.592000",19783.200000,0,"1758.720000,1749.184000,1756.928000,1750.688000,1747.840000",1750.688000,0,"643.871994,637.311996,637.279999,643.680008,635.584000",637.311996,0,PENDING
aten_round_decimals,6,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,6a4dc87767ea2f0d,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"26100.704000,25927.872000,26034.496000,25670.112000,26027.584000",26027.584000,0,"2326.432000,2315.648000,2337.408000,2322.752000,2320.832000",2322.752000,0,"643.455994,639.744003,638.656006,642.815994,636.160004",639.744003,0,PENDING
aten_rsqrt,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,698b8433ba6b0c53,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"6306.208,6279.296,6267.392,6300.832,6262.048",6279.296000,,"231.904000,227.168000,226.400000,225.344000,226.144000",226.400000,0,"644.000000,650.335999,645.152008,642.880005,641.343994",644.000000,0,PENDING
aten_sampled_addmm_sparse_csr_cpu,6,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,R=4096_K=512_C=4096_NNZ=262144_N=262144,f32,3c077624966ff30d,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"37823.456,37818.656,37883.616,37890.304,38004.256",37883.616000,,"1805.888000,1815.040000,1808.064000,1813.312000,1803.584000",1808.064000,0,"8290.752014,8205.024002,8235.391998,8247.328003,8394.815994",8247.328003,0,PENDING
aten_shrink_backward,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,0685394b0abd4c38,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"3136.256000,3115.744000,3074.464000,3173.696000,3132.800000",3132.800000,0,"312.512000,309.984000,334.432000,312.288000,311.168000",312.288000,0,"877.248001,876.416000,881.983994,878.975998,882.751999",878.975998,0,PENDING
aten_sigmoid,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,3aa4c7f67607ce07,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"14503.168,14419.616,14412.992,14396.512,14399.104",14412.992000,,"242.368000,239.072000,241.664000,232.544000,234.688000",239.072000,0,"1671.039993,1694.880005,1691.199997,1692.351990,1677.023987",1691.199997,0,PENDING
aten_sigmoid_backward,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,1ea31fde0432d020,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"3182.464,3160.576,3151.616,3105.248,3104.000",3151.616000,,"326.496000,320.320000,326.592000,319.328000,320.160000",320.320000,0,"1083.072006,1086.240005,1088.863998,1088.576004,1090.624008",1088.576004,0,PENDING
aten_silu,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,71d6c728c03d169b,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"15236.640,15227.296,15228.160,15237.024,15260.416",15236.640000,,"226.400000,229.440000,225.600000,222.528000,223.648000",225.600000,0,"1313.279999,1356.031998,1355.807999,1296.991989,1327.615997",1327.615997,0,PENDING
aten_silu_backward,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,0f3ebf276e2d7c0b,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"17776.384,17749.216,17728.416,17737.120,17765.312",17749.216000,,"314.976000,319.456000,315.008000,316.448000,313.472000",315.008000,0,"1079.584000,1082.112000,1074.848007,1073.279999,1075.167999",1075.167999,0,PENDING
aten_silu_cpu,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,1fff634b60e4f382,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"15255.808,15244.192,15233.536,15237.312,15222.816",15237.312000,,"221.824000,228.960000,225.472000,222.880000,224.032000",224.032000,0,"1765.183990,1705.951996,1707.871994,1688.991989,1714.208008",1707.871994,0,PENDING
aten_sin,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,c33c39c26b3496c2,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"18298.880,18306.912,18328.096,18286.592,18271.008",18298.880000,,"228.224000,230.880000,229.856000,223.776000,218.176000",228.224000,0,"1779.007996,1753.759995,1775.936005,1734.688004,1751.712006",1753.759995,0,PENDING
aten_sinh,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,4314829041c59873,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"35858.560,35841.536,35828.160,35929.728,35836.512",35841.536000,,"223.392000,229.952000,232.032000,227.968000,223.360000",227.968000,0,"1719.936005,1805.472000,1706.783997,1716.608002,1708.544006",1716.608002,0,PENDING
aten_smooth_l1_backward,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,50c63ccf860d2434,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"4515.136000,4480.224000,4472.608000,4459.904000,4536.448000",4480.224000,0,"659.712000,395.936000,391.872000,397.472000,403.072000",397.472000,0,"879.679993,880.000000,879.872009,876.192001,877.440002",879.679993,0,PENDING
aten_smooth_l1_elementwise,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,be81f2aea77eb181,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"3288.768000,3309.152000,3319.616000,3280.704000,3270.496000",3288.768000,0,"348.128000,317.952000,329.408000,324.480000,318.272000",324.480000,0,"877.503998,880.544006,882.751999,879.167999,879.936005",879.936005,0,PENDING
aten_softplus,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=8388608,f32,57b1e51c04e2b589,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"108315.520,108263.008,108266.720,108347.776,108295.584",108295.584000,,"406.144000,407.456000,410.816000,406.784000,415.264000",407.456000,0,"1224.928009,1227.104004,1223.744003,1224.384003,1221.824005",1224.384003,0,PENDING
aten_softplus_backward,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,77ddf49c10f48c36,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"53030.144,53022.304,53047.584,52991.232,53012.448",53022.304000,,"314.720000,315.936000,320.864000,314.240000,315.008000",315.008000,0,"872.384003,868.384003,866.496002,869.024002,874.208008",869.024002,0,PENDING
aten_softshrink,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,586089c4ed5789f9,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"1988.384000,1977.408000,1981.152000,1974.912000,2019.200000",1981.152000,0,"228.064000,224.192000,227.904000,224.384000,220.608000",224.384000,0,"638.367996,638.272003,638.944000,637.248001,634.751999",638.272003,0,PENDING
aten_sparse_add_values_cpu,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_STAGE,N=4194304,f32,292b2dfa977dd624,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"3163.968000,3130.720000,3105.760000,3105.280000,3106.080000",3106.080000,0,"318.368000,316.512000,601.984000,315.872000,318.016000",318.016000,0,"872.223999,870.975998,872.000000,865.983994,871.008011",871.008011,0,PENDING
aten_sparse_addmm_cpu,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,R=64_C=4096_N=4096,f32,af6a5bc645cf7bab,torch_recipe,torch_recipe,polygeist_resident,PENDING,PENDING,"4049.632,4104.448,4143.872,4075.520,4012.224",4075.520000,,,,,"107.936005,106.624008,108.095993,106.304001,112.735992",107.936005,0,PENDING
aten_sparse_coo_to_csr_cpu,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304_R=65536,i32,4cda79027c69d4df,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"5160.416000,5175.040000,5133.280000,5184.000000,5150.368000",5160.416000,0,"363.776000,345.152000,339.744000,341.856000,348.928000",345.152000,0,,,,PENDING
aten_sparse_csr_addmm_cpu,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,R=65536_K=65536_C=64_N=4194304,f32,ceb60fb7c03704d8,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"181091.968,181345.600,181275.136,181516.864,181179.904",181275.136000,,"6768.032000,6768.576000,6760.192000,6758.560000,6760.352000",6760.352000,0,"6848.479996,6859.872009,6855.040009,6858.112000,6856.992004",6856.992004,0,PENDING
aten_sparse_mul_cpu,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_STAGE,N=4194304,f32,cc84c109e16c002e,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"3160.128000,3170.816000,3135.392000,3103.136000,3100.128000",3135.392000,0,"320.192000,318.080000,314.176000,317.536000,315.808000",317.536000,0,"871.936005,872.608002,877.343994,873.088013,876.895996",873.088013,0,PENDING
aten_sparse_norm_cpu,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=2097152,f32,2ed1a182be1a2c6b,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"452.832000,452.960000,449.152000,482.080000,514.752000",452.960000,0,"109.728000,105.856000,103.456000,106.432000,102.112000",105.856000,0,,,,PENDING
aten_sqrt,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,0cede42120fd1ffe,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"3405.824,3432.064,3419.968,3369.408,3374.208",3405.824000,,"254.496000,247.520000,235.968000,232.320000,229.280000",235.968000,0,"1670.335999,1712.447998,1678.591995,1671.072006,1704.800003",1678.591995,0,PENDING
aten_square,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,d6e39dc56b180446,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"1786.304,1825.440,1776.736,1736.704,1712.384",1776.736000,,"233.408000,227.136000,232.192000,229.760000,221.376000",229.760000,0,"636.447998,635.264008,636.000000,641.472000,632.000000",636.000000,0,PENDING
aten_stack_serial_cpu,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,K=405_R=203_T=51,f32,b4586baaae66626e,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"4353.472000,4368.864000,4314.144000,4313.632000,4344.672000",4344.672000,0,"547.168000,266.016000,263.680000,258.688000,257.632000",263.680000,0,"224.832001,224.768005,223.807999,223.871994,226.336014",224.768005,0,PENDING
aten_sum,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,M=65536_N=64,f64,8323a8b552b16506,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"2565.952,2548.864,2596.576,2557.184,2538.016",2557.184000,,"769.056000,771.904000,766.368000,772.000000,766.368000",769.056000,0,"3083.264008,3084.544006,3080.703995,3078.655991,3078.559998",3080.703995,0,PENDING
aten_sumproduct_pair_cpu,7,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=70_K=282_M=141_N=211,f32,b1d208ea182a8abc,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"41629.088000,41738.208000,41685.888000,41626.720000,41562.144000",41629.088000,0,"862.208000,860.768000,1150.336000,859.904000,857.152000",860.768000,0,,,,PENDING
aten_tan,7,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,1ea007f2c8d24860,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"37720.704,37709.216,37687.296,37645.344,37646.752",37687.296000,,"249.536000,255.840000,240.640000,235.200000,238.144000",240.640000,0,"1415.104004,1371.903992,1360.447998,1363.487991,1364.223999",1364.223999,0,PENDING
aten_tanh,8,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,4d4284953d7c9011,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"42651.072,42732.544,42661.408,42654.400,42741.440",42661.408000,,"228.448000,228.224000,524.032000,224.896000,224.992000",228.224000,0,"1729.951996,1721.440002,1705.983994,1690.304001,1703.199997",1705.983994,0,PENDING
aten_tanh_backward,8,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,4a722ac00ff4eeac,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"3183.584,3204.480,3158.720,3135.744,3153.856",3158.720000,,"327.776000,322.304000,327.168000,317.792000,318.720000",322.304000,0,"868.351990,872.479996,872.223999,870.304001,873.791992",872.223999,0,PENDING
aten_threshold_backward,8,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,N=4194304,f32,c488a87f05701220,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"3091.136000,3036.224000,3134.112000,3123.840000,3104.800000",3104.800000,0,"315.168000,317.504000,321.440000,310.368000,313.984000",315.168000,0,"877.664001,878.720001,874.208008,871.744003,872.863998",874.208008,0,PENDING
aten_transpose_copy,8,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,M=2365_N=1774,f32,5d0809aea12f7880,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"9642.688,9575.552,9457.984,9504.640,9347.776",9504.640000,,"649.408000,649.888000,643.200000,649.760000,648.928000",649.408000,0,"295.328003,295.040009,297.087997,299.360001,299.360001",297.087997,0,PENDING
aten_trunc,8,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,f7864fefa35b9eb9,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"1718.656,1738.048,1714.688,1697.440,1698.240",1714.688000,,"244.416000,236.928000,229.696000,227.520000,229.248000",229.696000,0,"633.408005,638.400009,637.408005,632.160004,631.136002",633.408005,0,PENDING
aten_unbind_copy_cpu,8,EXACT_EXTRACTED_REGION,EXACT_EXTRACTED_FIXTURE,B=512_N=8192,f32,8eb65b902214f090,exact_region_harness,exact_region_harness,polygeist_resident,PENDING,PENDING,"2812.608000,2836.512000,2792.704000,2797.600000,2833.696000",2812.608000,0,"4011.360000,4056.128000,3982.368000,4002.272000,3983.936000",4002.272000,0,"221.664001,220.128006,220.096008,219.232010,217.664001",220.096008,0,PENDING
aten_zeros_cpu,8,WHOLE_OPERATION_OR_BOUNDED_DOMAIN,EXACT_ATEN_OPERATION,N=4194304,f32,8396a59034c783b2,torch_recipe,aten_cpp_harness,polygeist_resident,PENDING,PENDING,"608.160,580.640,570.272,569.216,568.480",570.272000,,"133.056000,133.984000,131.360000,130.496000,132.896000",132.896000,0,"118.432007,116.384003,120.223999,116.383987,115.231995",116.384003,0,PENDING
